Player,Position,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Pick,Value,Normalized Value
Marquel Lee,Inside Linebacker,75.0,240.0,,31.0,25.0,118.0,,,168.0,920000.0,-0.4723904512956575
Jordan Leggett,Tight End,77.0,258.0,,33.0,18.0,114.0,7.12,4.33,150.0,645000.0,-0.518428375081875
Corey Levin,Center,76.0,307.0,5.16,26.5,26.0,106.0,7.55,4.73,217.0,1380000.0,-0.44385414934756084
Jourdan Lewis,Cornerback,70.0,188.0,4.54,34.5,15.0,121.0,,,92.0,13500000.0,0.6051226885603904
Shalom Luani,Safety,71.0,202.0,4.55,31.0,12.0,116.0,6.87,4.21,221.0,522353.0,-0.515177967472681
Marlon Mack,Running Back,71.0,213.0,4.5,35.5,15.0,125.0,,,143.0,2000000.0,-0.3184979843609634
Patrick Mahomes,Quarterback,74.0,225.0,4.8,30.0,,114.0,6.88,4.08,10.0,450000000.0,17.028189452593946
Josh Malone,Wide Receiver,75.0,208.0,4.4,30.5,10.0,121.0,7.05,4.19,128.0,1320000.0,-0.41213065631352663
Marcus Maye,Safety,72.0,210.0,,,,,,,39.0,10612000.0,0.5108562979188346
Christian McCaffrey,Running Back,71.0,202.0,4.48,37.5,10.0,121.0,6.57,4.22,8.0,64063500.0,6.109943298083581
Conor McDermott,Tackle,80.0,307.0,5.18,28.5,,105.0,7.52,4.58,211.0,1350000.0,-0.45582193918057823
Malik McDowell,Defensive Tackle,78.0,295.0,4.85,28.5,23.0,112.0,7.69,4.53,35.0,660000.0,-0.45662941054409095
Elijah McGuire,Running Back,70.0,214.0,4.53,36.0,15.0,120.0,7.26,4.56,188.0,645000.0,-0.47416245951089014
Isaiah McKenzie,Wide Receiver,67.0,173.0,4.42,36.0,11.0,123.0,6.64,4.15,172.0,1200000.0,-0.43205497965868794
Takkarist McKinley,Defensive End,74.0,250.0,4.59,33.0,24.0,122.0,7.48,4.62,26.0,4250000.0,-0.2327168391048657
Raekwon McMillan,Inside Linebacker,74.0,240.0,4.61,33.0,23.0,121.0,7.15,4.39,54.0,1148500.0,-0.4542025929661651
Jeremy McNichols,Running Back,69.0,214.0,4.49,35.5,,121.0,6.93,4.28,162.0,1020000.0,-0.436262582448743
Obi Melifonwu,Safety,76.0,224.0,4.4,44.0,17.0,141.0,,,56.0,1380000.0,-0.42333735311519494
Matt Milano,Outside Linebacker,72.0,223.0,4.67,35.0,24.0,126.0,,,163.0,41500000.0,2.3221601843069486
Fabian Moreau,Cornerback,72.0,206.0,4.35,38.0,,136.0,6.94,4.12,81.0,1127500.0,-0.4066810422296154
Jordan Morgan,Guard,75.0,309.0,5.36,27.0,21.0,102.0,8.13,4.73,147.0,1080000.0,-0.43262911356430167
Avery Moss,Defensive End,75.0,264.0,4.79,32.5,14.0,114.0,7.25,4.43,167.0,1230000.0,-0.4402501620804396
Taylor Moton,Tackle,77.0,319.0,5.18,30.5,23.0,109.0,7.73,4.58,64.0,71246000.0,4.309562150185407
Al-Quadin Muhammad,Defensive End,75.0,253.0,4.88,30.5,22.0,117.0,7.25,4.47,196.0,1935000.0,-0.39812126176904505
Jalen Myrick,Cornerback,70.0,200.0,4.28,37.5,13.0,124.0,7.06,4.22,222.0,570000.0,-0.4580531006894336
David Njoku,Tight End,76.0,246.0,4.64,37.5,21.0,133.0,6.97,4.34,29.0,10931000.0,0.639934983164712
Ifeadi Odenigbo,Defensive End,75.0,258.0,4.72,31.5,25.0,128.0,7.26,4.4,220.0,1050000.0,-0.4608885067324489
Larry Ogunjobi,Defensive End,75.0,305.0,4.97,32.0,26.0,116.0,7.55,4.75,65.0,6200000.0,-0.10131690481122367
Jabrill Peppers,Safety,71.0,213.0,4.46,35.5,19.0,128.0,,,25.0,2000000.0,-0.35044079395621347
Samaje Perine,Running Back,71.0,233.0,4.65,33.0,30.0,116.0,7.26,4.37,114.0,1380000.0,-0.3962145676660587
Nathan Peterman,Quarterback,74.0,226.0,4.82,31.0,,110.0,7.14,4.31,171.0,645000.0,-0.4554747829323573
Ethan Pocic,Center,78.0,310.0,5.15,27.0,26.0,107.0,7.89,4.81,58.0,3000000.0,-0.3168695483489522
Ejuan Price,Outside Linebacker,71.0,241.0,4.84,31.5,20.0,117.0,,4.34,234.0,1200000.0,-0.47415174237912044
Donnel Pumphrey,Running Back,68.0,176.0,4.48,33.5,5.0,117.0,,,132.0,1080000.0,-0.4280300337251736
Elijah Qualls,Defensive Tackle,73.0,313.0,5.13,31.5,33.0,105.0,7.65,4.66,214.0,570000.0,-0.45302965272874196
Ryan Ramczyk,Tackle,78.0,310.0,,,25.0,,,,32.0,96000000.0,5.997690028319275
Haason Reddick,Outside Linebacker,73.0,237.0,4.52,36.5,24.0,133.0,7.01,4.37,13.0,6000000.0,-0.09947150995437669
Jalen Reeves-Maybin,Outside Linebacker,72.0,230.0,,,,,,,124.0,2377500.0,-0.3465802652349866
Josh Reynolds,Wide Receiver,75.0,194.0,4.52,37.0,,124.0,6.83,4.13,117.0,1750000.0,-0.377231859713322
Duke Riley,Outside Linebacker,72.0,232.0,4.58,34.5,18.0,122.0,6.89,4.21,75.0,1127500.0,-0.4318489868639065
Derek Rivers,Outside Linebacker,76.0,248.0,4.61,35.0,30.0,123.0,6.94,4.4,83.0,1100000.0,-0.43372489873974274
Michael Roberts,Tight End,76.0,270.0,4.86,30.0,,110.0,7.05,4.51,127.0,750000.0,-0.5133622997710943
Cam Robinson,Tackle,78.0,322.0,5.15,26.0,,106.0,7.81,4.82,34.0,13754000.0,0.38882820942139396
Isaac Rochell,Defensive End,76.0,280.0,4.89,31.5,25.0,114.0,,,225.0,1020000.0,-0.46124809919638354
Sam Rogers,Fullback,70.0,231.0,4.93,32.0,19.0,114.0,7.27,4.34,206.0,480000.0,-0.6626086464000707
John Ross,Wide Receiver,71.0,188.0,4.22,37.0,,133.0,,,9.0,2250000.0,-0.3398035415913616
Chase Roullier,Center,76.0,312.0,5.54,26.5,19.0,97.0,7.6,4.47,199.0,40500000.0,3.2017424869138753
Curtis Samuel,Wide Receiver,71.0,196.0,4.31,37.0,18.0,119.0,7.09,4.33,40.0,34500000.0,2.0743229772750853
Eric Saubert,Tight End,77.0,253.0,,33.0,22.0,121.0,,,174.0,1380000.0,-0.4276020078937764
Justin Senior,Tackle,77.0,331.0,5.55,23.0,,98.0,8.19,5.06,210.0,495000.0,-0.5159349273795477
Adam Shaheen,Tight End,78.0,278.0,4.79,32.5,24.0,121.0,7.09,4.38,45.0,4850000.0,-0.004340237094092506
David Sharpe,Tackle,78.0,343.0,5.44,20.5,19.0,97.0,7.87,4.78,129.0,1200000.0,-0.47353383330584725
Nico Siragusa,Guard,76.0,319.0,5.35,32.0,28.0,110.0,7.71,4.56,122.0,1050000.0,-0.44206488428249885
Tanzel Smart,Defensive Tackle,73.0,296.0,5.24,27.0,22.0,105.0,7.53,4.57,189.0,1740000.0,-0.37002749734612905
Jonnu Smith,Tight End,75.0,248.0,4.62,38.0,22.0,127.0,,4.18,100.0,50000000.0,5.256628675369391
JuJu Smith-Schuster,Wide Receiver,73.0,215.0,4.54,32.5,15.0,120.0,,,62.0,8000000.0,0.09062211681118316
Dawuane Smoot,Defensive End,75.0,264.0,4.77,29.5,,117.0,7.18,4.39,68.0,10000000.0,0.1547445056071557
Jeremy Sprinkle,Tight End,77.0,252.0,4.69,29.0,,116.0,,,154.0,1127500.0,-0.4533657702416877
ArDarius Stewart,Wide Receiver,71.0,204.0,4.49,34.0,,124.0,,,79.0,1380000.0,-0.407515225846063
Cameron Sutton,Cornerback,71.0,188.0,4.52,34.0,11.0,120.0,6.81,,94.0,9000000.0,0.23711971514717348
Ryan Switzer,Wide Receiver,68.0,181.0,4.51,32.0,11.0,116.0,6.77,4.0,133.0,920000.0,-0.4393628677957763
Cordrea Tankersley,Cornerback,73.0,199.0,4.4,29.5,13.0,121.0,7.0,4.32,97.0,920000.0,-0.4236500682258915
Pita Taumoepenu,Outside Linebacker,73.0,243.0,4.67,28.5,24.0,112.0,6.91,4.33,202.0,1200000.0,-0.47415174237912044
Taywan Taylor,Wide Receiver,71.0,203.0,4.5,33.5,13.0,132.0,6.57,4.21,72.0,825000.0,-0.44994998456313967
Trent Taylor,Wide Receiver,68.0,181.0,4.63,33.0,13.0,117.0,6.74,4.01,177.0,920000.0,-0.4393628677957763
Vincent Taylor,Defensive Tackle,75.0,304.0,5.07,28.5,26.0,108.0,7.58,4.72,194.0,1380000.0,-0.39483002678234397
Sam Tevi,Tackle,77.0,311.0,5.27,26.0,15.0,107.0,7.84,4.6,190.0,2510000.0,-0.3779694742554752
Solomon Thomas,Defensive End,75.0,273.0,4.69,35.0,30.0,126.0,6.95,4.28,3.0,3250000.0,-0.3001014207939129
Tedric Thompson,Safety,72.0,204.0,4.6,32.5,17.0,117.0,7.11,4.36,111.0,990000.0,-0.46029354666829253
Jack Tocho,Cornerback,72.0,202.0,4.54,35.0,21.0,125.0,,,245.0,1050000.0,-0.4157734421216973
Dalvin Tomlinson,Defensive Tackle,75.0,310.0,5.19,27.0,,110.0,7.68,4.59,55.0,21000000.0,0.9895616248952199
Mitchell Trubisky,Quarterback,74.0,222.0,4.67,27.5,,116.0,6.87,4.25,2.0,2500000.0,-0.3408571413633159
Michael Tyson,Cornerback,73.0,204.0,4.56,33.0,17.0,118.0,,,187.0,2571994.0,-0.2819034426707698
Tanner Vallejo,Outside Linebacker,73.0,228.0,4.67,33.5,,121.0,,4.39,195.0,1380000.0,-0.42927017581116683
Eddie Vanderdoes,Defensive Tackle,75.0,305.0,4.99,28.5,28.0,111.0,7.69,4.39,88.0,1380000.0,-0.39483002678234397
DeMarcus Walker,Defensive End,76.0,280.0,,,18.0,,,,51.0,1500000.0,-0.4180244387497455
Carlos Watkins,Defensive End,75.0,309.0,,,25.0,,,,142.0,1750000.0,-0.4011782933274837
Deshaun Watson,Quarterback,74.0,221.0,4.66,32.5,,119.0,6.95,4.31,12.0,156000000.0,5.5941739520615235
T.J. Watt,Outside Linebacker,76.0,252.0,4.69,37.0,21.0,128.0,6.79,4.13,30.0,112011000.0,7.1320664489283665
Davis Webb,Quarterback,77.0,229.0,4.79,33.0,,118.0,6.92,4.21,87.0,605000.0,-0.45920150442346386
Dede Westbrook,Wide Receiver,72.0,178.0,,,,,,,110.0,1127500.0,-0.4238301157751628
Marquez White,Cornerback,72.0,194.0,4.59,36.0,,123.0,,,216.0,1050000.0,-0.4157734421216973
Jamaal Williams,Running Back,72.0,212.0,4.59,30.0,,123.0,7.25,4.53,134.0,6000000.0,0.07375297194708864
Marcus Williams,Safety,73.0,202.0,4.56,43.5,14.0,129.0,6.85,4.2,42.0,10612000.0,0.5108562979188346
Mike Williams,Wide Receiver,76.0,218.0,,32.5,15.0,121.0,,,7.0,13500000.0,0.6617500739678884
Tim Williams,Outside Linebacker,75.0,244.0,4.68,33.5,,124.0,7.36,4.57,78.0,875000.0,-0.46075719090507333
Jordan Willis,Defensive End,76.0,255.0,4.53,39.0,24.0,125.0,6.85,4.28,73.0,990000.0,-0.45239057541115957
Quincy Wilson,Running Back,73.0,211.0,4.54,32.0,14.0,118.0,6.86,4.02,46.0,785000.0,-0.45496454369405687
Ahkello Witherspoon,Cornerback,75.0,198.0,4.45,40.5,,127.0,6.93,4.13,66.0,4000000.0,-0.17177247753417862
Xavier Woods,Safety,71.0,197.0,4.54,33.5,19.0,122.0,6.72,4.13,191.0,1750000.0,-0.3835866373057674
Chris Wormley,Defensive Tackle,77.0,298.0,,,23.0,,,,74.0,4500000.0,-0.18360219441395556
Dante Pettis,Wide Receiver,72.0,186.0,,,,,,,44.0,920000.0,-0.4393628677957763
Kemoko Turay,Defensive End,77.0,253.0,4.65,,,,,,52.0,1035000.0,-0.4517896555486487
Jordan Akins,Tight End,75.0,249.0,,,,,,,98.0,1035000.0,-0.46051351939112767
Jaire Alexander,Cornerback,71.0,192.0,4.38,35.0,14.0,127.0,6.71,3.98,18.0,84000000.0,6.415815988933222
Josh Allen,Outside Linebacker,77.0,237.0,4.75,33.5,,119.0,6.9,4.4,7.0,22742638.0,1.1234009688916948
Josh Allen,Outside Linebacker,77.0,262.0,4.63,,28.0,118.0,7.15,4.23,7.0,22742638.0,1.1234009688916948
Marcus Allen,Safety,74.0,202.0,,37.0,15.0,127.0,,4.32,148.0,1230000.0,-0.4403741898345233
Mark Andrews,Tight End,77.0,256.0,4.67,31.0,17.0,113.0,7.34,4.38,86.0,56000000.0,5.95763571764606
Troy Apke,Safety,74.0,198.0,4.34,41.0,16.0,131.0,6.56,4.03,109.0,1187500.0,-0.43035732905812424
Dorance Armstrong,Defensive End,76.0,257.0,4.87,30.0,20.0,118.0,7.12,4.23,116.0,12000000.0,0.29888719273062087
Ade Aruna,Defensive End,78.0,262.0,4.6,38.5,18.0,128.0,7.53,4.48,218.0,610000.0,-0.48138708932752516
Marcell Ateman,Wide Receiver,76.0,216.0,4.62,34.0,13.0,121.0,7.07,4.25,228.0,480000.0,-0.489896300588477
Anthony Averett,Cornerback,72.0,185.0,4.36,31.5,13.0,119.0,6.93,4.4,118.0,4000000.0,-0.17014048119980438
Genard Avery,Defensive End,73.0,248.0,4.59,36.0,26.0,124.0,6.9,4.36,150.0,1035000.0,-0.4517896555486487
Jerome Baker,Outside Linebacker,73.0,229.0,4.53,36.5,22.0,126.0,,,73.0,37500000.0,2.049300275094405
Kalen Ballage,Running Back,73.0,228.0,4.46,33.5,15.0,122.0,6.91,4.35,131.0,825000.0,-0.43881453125408415
Saquon Barkley,Running Back,72.0,233.0,4.4,41.0,29.0,,,4.24,2.0,10091000.0,0.5210684474213848
Nick Bawden,Fullback,74.0,245.0,,,,,,,237.0,850000.0,-0.5283307682337842
Braxton Berrios,Wide Receiver,69.0,184.0,,,11.0,,,,210.0,12000000.0,0.4034398053130687
Keishawn Bierria,Inside Linebacker,74.0,230.0,4.79,30.5,21.0,117.0,7.26,,217.0,1230000.0,-0.44322638633369943
Andrew Brown,Defensive End,76.0,296.0,5.03,28.0,31.0,101.0,7.51,4.48,158.0,1080000.0,-0.45127268984493035
Taven Bryan,Defensive Tackle,76.0,291.0,4.98,35.0,30.0,119.0,7.12,4.48,29.0,4000000.0,-0.2120761106628274
Oren Burks,Inside Linebacker,75.0,233.0,4.59,39.5,18.0,131.0,6.82,4.15,88.0,5000000.0,-0.14561399534399025
Deon Cain,Wide Receiver,74.0,202.0,4.43,33.5,11.0,115.0,6.71,4.37,185.0,1080000.0,-0.4305923781833812
Antonio Callaway,Wide Receiver,71.0,200.0,4.41,34.0,,121.0,,,105.0,750000.0,-0.4556484890739476
Chris Campbell,Cornerback,73.0,194.0,,,14.0,,,,,1080000.0,-0.4142018288134886
Dylan Cantrell,Wide Receiver,75.0,226.0,4.59,38.5,18.0,130.0,6.56,4.03,191.0,1050000.0,-0.444105254852394
Alex Cappa,Guard,78.0,305.0,5.39,26.5,24.0,97.0,8.04,4.84,94.0,35000000.0,2.6175259885668662
Daniel Carlson,Kicker,77.0,213.0,,,,,,,167.0,2708013.0,-0.18303610190378355
Lorenzo Carter,Outside Linebacker,78.0,250.0,4.5,36.0,,130.0,,,66.0,3500000.0,-0.26932758112844146
Geron Christian,Tackle,77.0,298.0,5.33,,19.0,,,,74.0,1035000.0,-0.46770693803798785
Bradley Chubb,Outside Linebacker,76.0,269.0,4.65,36.0,24.0,121.0,7.37,4.41,5.0,110000000.0,6.732276576479469
Nick Chubb,Running Back,71.0,227.0,4.52,38.5,29.0,128.0,7.09,4.25,35.0,36600000.0,3.0744727877036864
Jack Cichy,Inside Linebacker,74.0,238.0,,,18.0,,,,202.0,750000.0,-0.4779579122073499
Will Clapp,Center,76.0,311.0,5.39,29.0,25.0,97.0,8.04,4.92,245.0,750000.0,-0.5258883960471854
Mason Cole,Center,76.0,307.0,5.23,23.5,23.0,104.0,7.77,4.78,97.0,15750000.0,0.82270734325291
Tyler Conklin,Tight End,75.0,254.0,4.8,38.0,18.0,120.0,7.13,4.23,157.0,20250000.0,1.6762203100965904
Austin Corbett,Guard,76.0,306.0,5.15,28.0,19.0,106.0,7.87,4.5,33.0,26250000.0,1.828949387485439
Keke Coutee,Wide Receiver,70.0,181.0,4.43,34.5,14.0,113.0,6.93,4.15,103.0,920000.0,-0.4393628677957763
Chris Covington,Outside Linebacker,74.0,245.0,4.78,,23.0,,,,193.0,1230000.0,-0.4401724188630516
Dane Cruikshank,Cornerback,73.0,206.0,4.41,38.5,25.0,121.0,6.89,4.24,152.0,1187500.0,-0.40167801335291864
James Daniels,Guard,75.0,306.0,,30.5,21.0,108.0,7.29,4.4,39.0,26500000.0,1.851480147516337
Sam Darnold,Quarterback,75.0,221.0,4.85,26.5,,105.0,6.96,4.4,3.0,4500000.0,-0.26835259570044695
Marcus Davenport,Defensive End,78.0,264.0,4.58,33.5,22.0,124.0,7.2,4.41,14.0,13000000.0,0.3594185180587526
Carlton Davis,Cornerback,73.0,203.0,4.53,34.0,16.0,124.0,,,63.0,44500000.0,3.163999981805041
Duke Dawson,Cornerback,70.0,208.0,4.46,,15.0,,,,56.0,1035000.0,-0.4142324928741097
Jamil Demby,Guard,76.0,319.0,5.58,23.5,17.0,98.0,7.86,4.95,192.0,1710000.0,-0.3783515052548154
Michael Dickson,Punter,74.0,208.0,,,,,,,149.0,14700000.0,1.981992147012628
Will Dissly,Tight End,76.0,262.0,4.87,28.0,15.0,111.0,7.07,4.4,120.0,24000000.0,2.0932253509802203
Chase Edmonds,Running Back,69.0,205.0,4.55,34.0,19.0,122.0,6.79,4.07,134.0,12100000.0,0.698023439280385
Terrell Edmunds,Safety,74.0,220.0,4.47,41.5,,134.0,,,28.0,2537500.0,-0.2975729322734109
Tremaine Edmunds,Inside Linebacker,77.0,253.0,4.54,,19.0,117.0,,,16.0,72000000.0,4.908047234855754
Duke Ejiofor,Defensive End,76.0,264.0,,,,,,,177.0,825000.0,-0.4661665035321094
Deshon Elliott,Safety,74.0,205.0,4.58,36.0,15.0,121.0,,,190.0,1100000.0,-0.43896372514602233
Danny Etling,Quarterback,74.0,222.0,4.76,30.5,,114.0,7.09,4.37,219.0,495000.0,-0.4614481080628913
Rashaan Evans,Linebacker,75.0,232.0,,30.0,,116.0,6.95,4.36,22.0,1750000.0,-0.3307824407638261
Luke Falk,Quarterback,76.0,215.0,,26.5,,103.0,,,199.0,570000.0,-0.45846144549762435
Foley Fatukasi,Defensive End,76.0,318.0,5.29,30.0,33.0,112.0,7.44,4.53,,30000000.0,1.531188448455824
Kylie Fitts,Linebacker,76.0,263.0,4.69,32.5,31.0,117.0,6.88,4.19,181.0,1230000.0,-0.378029241417573
Minkah Fitzpatrick,Safety,73.0,201.0,4.46,33.0,14.0,121.0,,,11.0,73612235.0,6.693253596325369
Tre Flowers,Cornerback,75.0,200.0,4.45,34.5,18.0,122.0,,,146.0,1850000.0,-0.3471380613346295
John Franklin-Myers,Defensive End,76.0,283.0,4.75,33.0,26.0,113.0,7.36,4.48,135.0,55000000.0,3.18705068161428
Royce Freeman,Running Back,71.0,229.0,4.54,34.0,17.0,118.0,6.9,4.16,71.0,1187500.0,-0.39501600539681253
Troy Fumagalli,Tight End,77.0,247.0,,,14.0,,,,156.0,750000.0,-0.5133622997710943
Michael Gallup,Wide Receiver,73.0,205.0,4.51,36.0,10.0,122.0,6.95,4.37,81.0,57500000.0,3.8524419583264318
Rashaan Gaulden,Safety,73.0,193.0,4.61,30.0,8.0,119.0,7.16,4.33,85.0,1230000.0,-0.4403741898345233
Mike Gesicki,Tight End,77.0,247.0,4.54,41.5,22.0,129.0,6.76,4.1,42.0,10931000.0,0.639934983164712
Dallas Goedert,Tight End,77.0,256.0,,,23.0,,,,49.0,57000000.0,6.0744702246921705
Colby Gossett,Guard,77.0,311.0,5.2,25.0,32.0,103.0,7.6,4.83,213.0,1050000.0,-0.44206488428249885
Rasheem Green,Defensive End,77.0,275.0,4.73,32.5,,118.0,7.24,4.39,79.0,3250000.0,-0.3001481399135751
Shaquem Griffin,Linebacker,73.0,227.0,4.38,,20.0,117.0,,,141.0,750000.0,-0.4462598367136192
Daesean Hamilton,Wide Receiver,73.0,203.0,,34.5,,118.0,6.84,4.15,113.0,1065000.0,-0.4254577450869559
Davontae Harris,Cornerback,72.0,200.0,4.43,32.5,22.0,123.0,6.96,4.4,151.0,1320000.0,-0.39356593616598506
Marcell Harris,Outside Linebacker,72.0,208.0,,,16.0,,,,184.0,1230000.0,-0.4401724188630516
Ronnie Harrison,Safety,75.0,214.0,,34.0,,120.0,,,93.0,1235000.0,-0.425685285467551
Marquis Haynes,Defensive End,75.0,235.0,4.67,32.0,23.0,123.0,7.14,4.45,136.0,5500000.0,-0.14611048294792472
Will Hernandez,Guard,74.0,327.0,5.15,24.0,37.0,104.0,7.59,4.7,34.0,1187500.0,-0.4297593056120773
Chris Herndon,Tight End,76.0,253.0,,,21.0,,,,107.0,1035000.0,-0.46051351939112767
B.J. Hill,Defensive Tackle,76.0,311.0,4.99,26.5,35.0,101.0,7.28,4.53,69.0,30000000.0,1.6615837227636374
Nyheim Hines,Running Back,68.0,198.0,4.38,35.5,,119.0,7.18,4.35,104.0,18600000.0,1.3093434843174525
Jalyn Holmes,Defensive Tackle,77.0,283.0,4.82,32.0,25.0,,,,102.0,920000.0,-0.4381431927852797
Sam Hubbard,Defensive End,77.0,270.0,,35.0,,116.0,6.84,4.32,77.0,40000000.0,2.176281956278572
Mike Hughes,Cornerback,71.0,191.0,4.53,35.5,20.0,127.0,6.7,4.13,30.0,2250000.0,-0.31420827898396436
Hayden Hurst,Tight End,76.0,250.0,4.67,31.5,,120.0,7.19,4.37,25.0,3500000.0,-0.18640220585028847
Maurice Hurst,Defensive Tackle,74.0,292.0,,,,,,,140.0,1045000.0,-0.4292555880935435
Joel Iyiegbuniwe,Inside Linebacker,73.0,229.0,4.6,35.0,19.0,117.0,7.06,4.28,115.0,1187500.0,-0.4310682052260019
Ryan Izzo,Tight End,77.0,256.0,4.94,33.0,18.0,110.0,7.15,4.43,250.0,920000.0,-0.47760893045375585
Darius Jackson,Running Back,75.0,242.0,4.87,26.5,21.0,113.0,7.52,,,1200000.0,-0.41329948194159033
Donte Jackson,Cornerback,71.0,175.0,4.32,,7.0,124.0,,,55.0,35180000.0,2.396736053034543
Josh Jackson,Cornerback,73.0,192.0,4.56,38.0,18.0,123.0,6.86,4.03,45.0,920000.0,-0.4236500682258915
Justin Jackson,Running Back,72.0,199.0,4.52,38.5,13.0,122.0,6.81,4.07,251.0,1710000.0,-0.3589660168039671
Lamar Jackson,Quarterback,74.0,216.0,,,,,,,32.0,260000000.0,7.289708026502082
Lamar Jackson,Quarterback,74.0,208.0,4.58,36.5,10.0,122.0,,,,260000000.0,7.289708026502082
Natrell Jamerson,Cornerback,72.0,198.0,4.4,35.5,25.0,120.0,,,164.0,1670000.0,-0.3622138920609547
Derwin James,Safety,75.0,215.0,4.47,40.0,21.0,132.0,,,17.0,76532000.0,6.980438214309161
Richie James,Wide Receiver,70.0,183.0,4.48,35.5,6.0,122.0,6.87,4.16,240.0,1065000.0,-0.4254577450869559
Malik Jefferson,Outside Linebacker,75.0,236.0,4.52,36.0,27.0,125.0,,,78.0,750000.0,-0.46951368977645924
Josey Jewell,Inside Linebacker,73.0,234.0,4.82,33.0,18.0,117.0,6.8,4.27,106.0,11000000.0,0.30362541692933964
Kerryon Johnson,Running Back,71.0,213.0,,40.0,11.0,126.0,7.07,4.29,43.0,920000.0,-0.4244057425641374
Taron Johnson,Cornerback,72.0,180.0,4.5,33.0,17.0,118.0,7.03,4.28,121.0,24000000.0,1.4637962931912296
Jamarco Jones,Tackle,76.0,299.0,5.5,24.0,,102.0,8.32,4.99,168.0,4800000.0,-0.22835819114467004
Justin Jones,Defensive Tackle,74.0,309.0,5.09,29.0,24.0,104.0,7.82,4.74,84.0,12000000.0,0.3644346073145464
Sam Jones,Center,77.0,305.0,5.32,27.0,28.0,101.0,7.92,4.86,183.0,675000.0,-0.5329216618640931
Peter Kalambayi,Outside Linebacker,75.0,252.0,4.57,34.0,19.0,121.0,7.13,4.36,214.0,920000.0,-0.4460035946543072
John Kelly,Running Back,70.0,216.0,,35.0,15.0,120.0,7.13,4.51,176.0,570000.0,-0.4821163260256689
Arden Key,Outside Linebacker,78.0,238.0,,31.0,,117.0,7.16,4.25,87.0,1045000.0,-0.4374767224914152
Christian Kirk,Wide Receiver,70.0,201.0,4.47,35.5,20.0,115.0,7.09,4.45,47.0,72000000.0,4.951574512583437
Micah Kiser,Inside Linebacker,74.0,238.0,4.66,35.5,,121.0,7.05,4.24,147.0,850000.0,-0.4779622240880621
Harold Landry,Outside Linebacker,75.0,252.0,4.64,36.0,24.0,119.0,6.88,4.19,41.0,87500000.0,5.253064430505967
Jordan Lasley,Wide Receiver,73.0,203.0,4.5,34.5,8.0,112.0,,4.19,162.0,570000.0,-0.4698235371568222
Kyle Lauletta,Quarterback,75.0,222.0,4.81,31.0,,113.0,6.95,4.07,108.0,1272058.0,-0.42338280709997844
Tanner Lee,Quarterback,76.0,218.0,4.98,32.0,,115.0,7.0,4.41,203.0,480000.0,-0.4644402358827515
Rick Leonard,Tackle,79.0,311.0,,,19.0,,,,127.0,1080000.0,-0.47325150123328863
Tyquan Lewis,Defensive End,75.0,265.0,,35.5,,122.0,,,64.0,2545000.0,-0.3484132724294789
James Looney,Defensive End,75.0,287.0,4.89,35.5,28.0,113.0,7.32,4.37,232.0,1050000.0,-0.4608885067324489
Avonte Maddox,Cornerback,69.0,180.0,4.39,37.0,13.0,125.0,6.51,4.0,125.0,22500000.0,1.3411286353868241
Baker Mayfield,Quarterback,73.0,215.0,4.84,29.0,,111.0,7.0,4.28,1.0,4000000.0,-0.2831433209885145
Mike McGlinchey,Tackle,80.0,309.0,,28.5,24.0,105.0,,,9.0,87500000.0,5.038767017178742
R.J. McIntosh,Defensive End,76.0,286.0,,,,,,,139.0,965000.0,-0.4565819382098023
Kahlil McKenzie,Guard,77.0,314.0,5.15,29.5,26.0,105.0,7.94,4.68,198.0,675000.0,-0.47837810956032784
Sony Michel,Running Back,71.0,214.0,4.54,,22.0,,,4.21,31.0,1750000.0,-0.33867376598046217
Anthony Miller,Wide Receiver,71.0,201.0,,,22.0,,,,51.0,920000.0,-0.4393628677957763
Kolton Miller,Tackle,81.0,309.0,4.95,31.5,24.0,121.0,7.34,4.49,15.0,54000000.0,3.133451081820832
D.J. Moore,Cornerback,72.0,210.0,4.42,39.5,15.0,132.0,6.95,4.07,24.0,715000.0,-0.46563867834061384
Siran Neal,Safety,72.0,199.0,4.56,40.5,17.0,122.0,7.0,4.28,154.0,9000000.0,0.33807089307563354
Nick Nelson,Cornerback,71.0,208.0,4.52,,17.0,123.0,,,110.0,1230000.0,-0.4013043959087989
Quenton Nelson,Guard,77.0,325.0,,26.5,35.0,105.0,7.65,4.62,6.0,80000000.0,6.673062794128492
Bilal Nichols,Defensive End,76.0,306.0,4.95,,29.0,,,,145.0,11000000.0,0.23042601185699846
Parry Nickerson,Cornerback,72.0,180.0,4.32,,15.0,,,,179.0,1230000.0,-0.4013043959087989
Derrick Nnadi,Defensive Tackle,73.0,317.0,5.38,27.0,25.0,96.0,8.15,5.02,75.0,2750000.0,-0.30215591034679207
Kendrick Norton,Defensive Tackle,75.0,314.0,5.25,,30.0,,,,242.0,1050000.0,-0.4310033575362463
Joseph Noteboom,Tackle,77.0,309.0,4.96,24.0,27.0,102.0,7.65,4.44,89.0,40000000.0,2.009377769185951
Uchenna Nwosu,Linebacker,75.0,251.0,4.65,32.0,20.0,119.0,,,48.0,19055000.0,2.088413785008802
Chukwuma Okorafor,Tackle,78.0,320.0,5.31,23.5,19.0,102.0,7.87,4.8,92.0,29250000.0,1.3259782926645256
